question,options,answer,solution
 Q.821. In which of the following languages did Jyotiba Phule write 'Gulamgiri' in 1873 ? SSC CGL 01/12/2022 (2nd Shift) ,"['(a) English ', '(b) Marathi ', '(c) Hindi ', '(d) Gujarati ']",(b) Marathi ,"Sol.821.(b) Marathi. Jyotiba Phule was born on 11 April 1827 in Pune, Maharashtra. In 1873, he formed the Satyashodhak Samaj, Maharashtra. Some of his famous books; Gulamgiri (Slavery) and Shetkaryacha Asud (Cultivator's Whipcord) , 'Tritiya Ratna', ' Sarvajanik Satyadharma', etc."
" Q.822. Dhondo Keshav Karve was an eminent Indian who championed the cause of____________. SSC CGL 2022, 07/12/2022 (4th Shift) ","['(a) allowing child marriages ', '(b) prohibiting widow remarriages ', '(c) strengthening the caste norms ', '(d) spread of women education ']",(d) spread of women education ,"Sol.822.(d) spread of women's education. On the line of promoting women's education, he founded the first women's university in India - SNDT Women's University . The Government of India awarded him the Bharat Ratna (1958) and Padma Vibhushan (1955). H is two autobiographies : Atmawrutta (1928) in Marathi, and Looking Back (1936) in English."
 Q.823. The first session of All India Depressed Classes congress was h eld at __________ in 1930. SSC CGL 09/12/2022 (2nd Shift) ,"['(a) Nagpur ', '(b) Surat ', '(c) Delhi ', '(d) Kanpur ']",(a) Nagpur ,"Sol.823.(a) Nagpur. The All-India Depressed Classes Association (Dr. B. R. Ambedkar, 1930). 'Bahishkrit Hitkarini Sabha (Outcastes Welfare Association)’, 1923. Independent Labour Party (ILP) 1936. Dr.B.R.Ambedkar (Bharat Ratna, 1990)."
 Q.824. Who founded the Arya Mahila Samaj? Graduate Level 01/08/2022 (Shift - 4) ,"['(a) Sarojini Naidu ', '(b) Sarla Devi Chaudhurani ', '(c) Pandita Ramabai ', '(d) DK Karve ']",(c) Pandita Ramabai ,Sol.824.(c) Pandita Ramabai (women's rights & education activist). She was the first woman to be awarded the titles of Pandita as a Sanskrit scholar and Sarasvati after being examined by the faculty of the University of Calcutta. She was awarded with the Kaiser-i-Hind Medal for community service in 1919 . She was o ne of t he ten women d elegates of the Congress session of 1889 .
" Q.825. In 1930, _________ led a satyagraha for the rights of untouchables’ entry to the Kalaram temple at Nasik. Graduate Level 01/08/2022 ( Shift - 4 ) ","['(a) MC Rajah ', '(b) Dr. BR Ambedkar ', '(c) Madan Mohan Malaviya ', '(d) Mahatma Gandhi ']",(b) Dr. BR Ambedkar ,"Sol.825.(b) Dr B.R. Ambedkar. In 1920, he began the publication of the weekly Mooknayak (Leader of the Silent) in Mumbai with the help of Shahu of Kolhapur. His important writings: ‘The Annihilation of Caste’, ‘Who Were the Shudras’, ‘The Untouchables’, ‘Riddles in Hinduism’, etc. Poona Pact {signed between Ambedkar and Madan Mohan Malvaiya (on behalf of M ahatma Gandhi) in 1932 (Yerwada jail Pune), to provide reservation to depressed classes}."
 Q.826. Which of the following was known as the forerunner of the Brahmo Samaj? Graduate Level 02/08/2022 (Shift - 3) ,"['(a) Prarthana Sabha ', '(b) Atmiya Sabha ', '(c) Paramhansa Sabha ', '(d) Hindu Sabha ']",(b) Atmiya Sabha ,"Sol.826.(b) Atmiya Sabha. Brahmo Samaj {Raja Ram Mohan Roy founded Brahmo Sabha in 1828, Aim - worship of the eternal God. It split into two in 1866 (Brahmo Samaj of India led by Keshub Chandra Sen and Adi Brahmo Samaj led by Debendranath Tagore), Prominent Leaders: Debendranath Tagore, Keshub Chandra Sen, Pt. Sivnath Shastri, and Rabindranath Tagore}."
" Q.827. Vishnushastri Chiplunkar started a monthly Marathi magazine __________, in 1874 for the cause of social reform. Graduate Level 04/08/2022 (Shift - 2) ","['(a) Prabhakar ', '(b) Kesari ', '(c) Nibandhmala ', '(d) Pudhari ']",(c) Nibandhmala ,"Sol.827.(c) Nibandhmala. Gopal Hari Deshmukh is writer of Prabhakar newspaper. Kesari (Marathi newspaper, 1881, Lokmanya Bal Gangadhar Tilak). Pudhari (Marathi daily, 1937). (Newspaper/ Journal – Founder):- Udbodhan, 1899, Swami Vivekananda. Independent, 1919, Motilal Nehru. T ahzib -ul-Akhlaq, 1871, Sir Syed Ahmed Khan."
 Q.828. The Bahishkrit Hitakarini Sabha was established at ___________. Graduate Level 04/08/2022 ( Shift - 2) ,"['(a) Hyderabad ', '(b) Bombay ', '(c) Delhi ', '(d) Nasik ']",(b) Bombay ,"Sol.828.(b) Bombay. Socio-Religious Movements/Organisations - Founders:- (Brahmo Samaj, 1828 - Raja Ram M ohan Roy), (Prarthana Samaj, 1867 - Dr Atmaram Panduran), (Arya Samaj, 1875 - Swami Dayanand Saraswati), (Ramakrishna Mission, 1897 - Swami Vivekanand), (Satyasodhak Samaj,1873 - Jyotiba Phule), (Ahmadiyya Movement, 1889 - Mirza Ghulam Ahmed)."
 Q.829. The Vidhava Vivaha Uttejaka Mandal (Society for Encouragement of Widow Marriage) was established in __________ in the second half of the nineteenth century. Graduate Level 05/08/2022 (Shift - 3) ,"['(a) Calcutta Presidency ', '(b) Bombay Presidency ', '(c) the Central Provinces ', '(d) the United Provinces ']",(b) Bombay Presidency ,Sol.829.(b) Bombay Presidency. It was established by Vishnushastri Pandit in 1866. Hindu Widow Remarriage Act (1856) was passed by Lord C anning with the efforts of Ishwar Chandra Vidyasagar. Sati Practice was abolished by William Bentinck in 1829 with the efforts of Raja Ram Mohan Roy.
 Q.830. Who among the following founded the Vedanta College in 1825 ? Higher Secondary 05/08/2022 (Shift - 2) ,"['(a) Swami Dayanand Saraswati ', '(b) Ishwar Chandra Vidyasagar ', '(c) Raja Ram Mohan Roy ', '(d) Swami Vivekananda ']",(c) Raja Ram Mohan Roy ,"Sol.830.(c) Raja Ram Mohan R oy (Father of Modern India) established the Atmiya Sabha (1815) and the Brahmo Sabha (1828). The Mughal Emperor of Delhi, Akbar II, bestowed upon him the title of 'Raja’."
 Q.831. The Begums of B hopal founded a primary school for girls in the early twentieth century at _____. SSC MTS 07/07/2022 (Evening) ,"['(a) Lahore ', '(b) Bombay ', '(c) Aligarh ', '(d) Pune ']",(c) Aligarh ,"Sol.831.(c) Aligarh. The Begums of Bhopal played a vital role, from the early 20th century, in promoting education among Muslim women. They founded a primary school for girls at Aligarh. Nawab Begum was the founding Chancellor of Aligarh Muslim University."
 Q.832. Who among the following was one of the founders of the Deccan Education Society (1884)? SSC MTS 11/07/2022 (Afternoon) ,"['(a) Dadoba Pandurang ', '(b) V R Shinde ', '(c) Tulsi Ram ', '(d) G G Agarkar ']",,Sol.832.(d ) GG Agarkar. Paramhansa Sabha was founded by Dadoba Pandurang. V R Shinde founded the Depressed Class Mission in Mumbai in 1906. Radha Swami Satsang was founded by Tulsi Ram in 1861.
 Q.833. The Satnami Movement in Central India had a motive to: SSC MTS 18/07/2022 (Morning) ,"['(a) improve social status of leather workers ', '(b) ban child marriage ', '(c) open school for girls ', '(d) improve widow status ']",(a) improve social status of leather workers ,"Sol.833.(a) Ghasidas started the Satnami movement in central India and their aim was to establish an equal society. The Satnami sect was founded by a saint named “Birbhan” in 1657 in Narnaul in Haryana. In 1672, they rebelled against the mighty Mughal Empire. Aurangzeb crushed the rebellion."
 Q.834. Sayyid Ahmed Khan founded Mohammedan Anglo-Oriental College in _________ in 1875 SSC MTS 26/07/2022 (Evening) ,"['(a) Aligarh ', '(b) Calcutta ', '(c) Delhi ', '(d) Lahore ']",(a) Aligarh ,"Sol.834.(a) Aligarh and evolved into the Mohammedan Anglo-Oriental College. He has often been criticized as the father of Two nation theory which led to the formation of two separate nations i.e. India and Pakistan. His writings include- “The Causes of the Indian Revolt'' (paper), “Tahzebul Akhlaq” (magazine), ‘Asbab-e-Baghawat-e-Hind’ (Booklet), ‘Commentary on the Holy Bible’ (book), etc."
" Q.835. Which of the following organisations was the earliest to be established, as compared with the other three during British rule? SSC MTS 11/10/2021 (Evening) ","['(a) Brahmo Samaj ', '(b) Satya Shodhak Samaj ', '(c) Prarthana Samaj ', '(d) Paramahansa Mandali ']",(a) Brahmo Samaj ,"Sol.835.(a) Brahmo Samaj, Brahmo also spelled Brahma, the theistic movement within Hinduism, founded in Calcutta in 1828 by Raja Ram Mohun Roy."
 Q.836. ______ fought for the rights of t he Dalit community. SSC MTS 14/10/2021 (Morning) ,"['(a) Subhash Chandra Bose ', '(b) Bipin Chandra Pal ', '(c) Bhimrao Ambedkar ', '(d) Krishnaji Gopal Karve ']",(c) Bhimrao Ambedkar ,"Sol.836.(c) Bhimrao Ambedkar . Ambedkar fought for the rights of workers and peasants. In the late 1920s and early 1930s, he had formed his Independent Labour Party."
" Q.837. Who among the following wrote the Brahmo Covenant, which was a statement of the creed of the Brahmo Samaj and made a list of the duties and obligations of its members? SSC MTS 02/11/2021 (Afternoon) ","['(a) Keshab Chandra Sen ', '(b) Ishwar Chandra Vidyasagar ', '(c) Debendranath Tagore ', '(d) Rammohan Roy ']",(c) Debendranath Tagore ,"Sol.837.(c) Debendranath Tagore . He was the founder in 1848 of the Brahmo religion, which today is synonymous with Brahmoism. In 1863 he founded Shantiniketan (“Abode of Peace”)."
 Q.838. Which of the following statements about Swami Dayanand Saraswati is INCORRECT? SSC CGL 13/08/2021 (Morning) ,"['(a) His birthplace was Gujarat. ', ""(b) He authored the book 'Satyarth Prakash'. "", '(c) He was the founder of Arya Samaj. ', '(d) He was the founder of Brahmo Samaj. ']",(d) He was the founder of Brahmo Samaj. ,"Sol.838.(d) The Brahmo Samaj was founded by Raja Rammohan Roy along with Dwarkanath Tagore and others on August 20, 1828."
 Q.839. Who among the following was NOT a Nayanar saint? SSC CHSL 13/04/2021 (Evening) ,"['(a) Sundarar ', '(b) Appar ', '(c) Sambandar ', '(d) Andal ']",(d) Andal ,"Sol.839.(d) Andal . The Nayanars were a group of 63 poet-saints living in Tamil Nadu during the 6th to 8th centuries CE who were devoted to the Hindu god Shiva. Along with the Alwars, their contemporaries who were devoted to Vishnu, they influenced the Bhakti movement in early medieval South India."
 Q.840. Which of the following is NOT a correct match of Dargah and its respective location? SSC CHSL 06/08/2021 (Evening) ,"['(a) Shaikh Nizamuddin Auliya Dargah - Agra ', '(b) Khwaja Qutbuddin Bakhtiyar Kaki Dargah - Delhi ', '(c) Haji Ali Dargah - Mumbai ', '(d) Shaikh Muinuddin Sijzi (chishti) Dargah - Ajmer ']",(a) Shaikh Nizamuddin Auliya Dargah - Agra ,Sol.840.(a) Shaikh Nizamuddin Auliya Dargah is the Dargah of the Sufi saint Khwaja Nizamuddin Auliya. It is located in the Nizamuddin West area of Delhi
" Q.841. Veteran freedom fighter, social reformer and feminist Savithribai Phule hailed from which of t he following states of India? SSC CGL 03/03/2020 (Morning) ","['(a) Maharashtra ', '(b) Odisha ', '(c) Rajasthan ', '(d) Gujarat ']",(a) Maharashtra ,"Sol.841.(a) Maharashtra . Savitibai Phule - She was the first female teacher of India and opened a school for women in 1848, Married to Jyotirao Phule (Founded Satya Shodhak Samaj in 1873 in Pune)."
 Q.842. Who among the following is known as the 'father of Muslim renaissance' in Bengal? SSC CGL 04/03/2020 (Evening) ,"['(a) Sir Syed Ahmed Khan ', '(b) Ameer Ali ', '(c) Nawab Abdul Latif Khan ', '(d) Nawab Salimullah Khan ']",(c) Nawab Abdul Latif Khan ,"Sol.842.(c) Nawab Abdul Latif Khan . His title, Nawab, was awarded by the British in 1880. He was one of the first Muslim in nineteenth century India to embrace the idea of modernization."
 Q.843. Who among the following scholars is associated with the Tibet-home theory of the Aryans? SSC CGL 07/03/2020 (Evening) ,"['(a) Dayanand Saraswati ', '(b) Bal Gangadhar Tilak ', '(c) MacDonell ', '(d) Max Muller ']",(a) Dayanand Saraswati ,"Sol.843.(a) Swami Dayanand Saraswati in his book Satyarth Prakash propounded that the original abode o f t he Aryans was Tibet. The reasoning behind this was t hat due to the extreme cold i n Tibet, sun and fire were worshiped and the flora and fauna described in the Rigveda were found in Tibet. Indian National Congress and Its Sessions"
 Q.844. Indian National Congress celebrated the first Independence Day in Colonial India on _____________ . SSC Stenographer 12/10/2023 (Afternoon) ,"['(a) 2 October 1929 ', '(b) 29 December 1929 ', '(c) 15 August 1930 ', '(d) 26 January 1930 ']",(d) 26 January 1930 ,"Sol.844.(d) 26 January 1930. The Indian National Congress passed 'Complete Swaraj' in its Lahore session on 19 December 1929. The president of this session was Jawaharlal Nehru. National Symbols of India and adopted date: National Flag of India - Tiranga (22 July 1947), Indian National Calendar - Saka Calendar (22 March 1957), National Song of India - Vande Matram (24 January 1950), National Anthem of India - Jana Gana Mana (24 January 1950)."
 Q.845. Who led the Indian National Congress at its first annual session? SSC Stenographer 13/10/2023 (Afternoon) ,"['(a) Surendra Nath Banerjee ', '(b) Dadabhai Naoroji ', '(c) WC Banerjee ', '(d) AO Hume ']",(c) WC Banerjee ,"Sol.845.(c) WC Banerjee. Important Congress sessions: First Session - held at Bombay in 1885. Second Session - held at Calcutta in 1886, President - Dadabhai Naoroji. Third Session - held at Madras in 1887, President - Syed Badruddin Tyabji (first muslim President). Fourth Session - held at Allahabad in 1888, President - George Yule (first English President). 1896 session (Calcutta) President - Rahimtullah Sayani, National Song ‘Vande Mataram’ sung for the first time by Rabindranath Tagore."
 Q.846. Who was the first Woman President of Indian National Congress? SSC MTS 08/09/2023 (2nd Shift) ,"['(a) Sarojini Naidu ', '(b) Asaf Ali ', '(c) Annie Besant ', '(d) Usha Mehta ']",(c) Annie Besant ,"Sol.846.(c) Annie Besant : First woman who presided over the calcutta session (1917) of Indian National Congress. Sarojini Naidu - first Indian women president of Indian national congress (1925, Kanpur session) and the first woman Governor of t he United Provinces in 1947."
 Q.847. Which flag of the Indian National Congress was adopted in 1931? SSC MTS 12/09/2023 (2nd Shift) ,"['(a) A two colour flag with charkha made by cloth ', '(b) A tricolour flag made by Khadi with a Charkha symbol ', '(c) One colour flag with charkha symbol ', '(d) A blue colour flag made by cloth ']",(b) A tricolour flag made by Khadi with a Charkha symbol ,"Sol.847.(b) Ad - Hoc Flag Committee : Formed in 1947 under Rajendra Prasad. Pingali Venkayya - Designer of National Flag of India (1921). National flag was adopted on July 22, 1947. Ratio of the length to the breadth of the Indian Flag - 3:2. National flag of India was first hoisted on 7th August, 1906 in Kolkata at the Parsee Bagan Square (Green Park). First Indian flag was h oisted on a foreign land by Madame Bhikaji Cama (1907 - Germany)."
" Q.848. In the 1939 Tripuri Congress Presidential Election, Pattabhi Sitaramayya was defeated by: SSC MTS 13/09/2023 (1st Shift) ","['(a) Mahatma Gandhi ', '(b) Rajendra Prasad ', '(c) Subhas Chandra Bose ', '(d) Jawaharlal Nehru ']",(c) Subhas Chandra Bose ,Sol.848.(c) Subhas Chandra Bose was elected President of the Haripura Congress Session in 1938. He resigned as congress president in April 1939. Dr. Rajendra Prasad replaced Subhas Chandra Bose as the new congress president.
 Q.849. In which session of All India Congress Committee was the Quit India Resolution accepted? SSC CHSL 03/08/2023 (4th shift) ,"['(a) Calcutta ', '(b) Delhi ', '(c) Madras ', '(d) Bombay ']",(d) Bombay ,"Sol.849.(d) Bombay. Quit India Movement - It was launched at the Bombay session of the All India Congress Committee by Mahatma Gandhi on 8 August 1942, during World War II, demanding an end to British rule in India. Yusuf Meher Ali coined the slogan ‘Quit India’."
 Q.850. In which session of the Indian National Congress was the resolution declaring Poorna Swaraj passed? SSC CHSL 07/08/2023 (1st shift) ,"['(a) Calcutta ', '(b) Bombay ', '(c) Madras ', '(d) Lahore ']",(d) Lahore ,"Sol.850.(d) Lahore (1929). Pandit Jawahar Lal Nehru presided over the Lahore session of congress and hoisted the tricolor flag of India. Congress Session and President: L ucknow session - Ambica Charan Mazumdar (1916), Tripuri - Subhash Chandra Bose (1939), Gaya - Chittaranjan Das (1922), Kanpur - Sarojini Naidu (1925), K arachi - Vallabhbhai Patel (1931), Ramgarh - Maulana Abul Kalam Azad (1940)."
 Q.851. The second annual session of Indian National Congress was held at which of the following places ? SSC CHSL 11/08/2023 (2nd shift) ,"['(a) Bombay ', '(b) Delhi ', '(c) Calcutta ', '(d) Madras ']",(c) Calcutta ,"Sol.851.(c) Calcutta (1886, Dada Bhai Naoroji) . Indian National Congress: Founded - 28 December 1885 in Bombay by Alan Octavian Hume. First President - Womesh Chandra Banerjee. Third Session (1887, Madras) - Badruddin Tyabji."
 Q.852. Who was the president of the second session of the Indian National Congress? SSC CGL 20/07/2023 (1st shift) ,"['(a) Dadabhai Naoroji ', '(b) Womesh Chandra Bonnerjee ', '(c) Pherozeshah Mehta ', '(d) George Yule ']",(a) Dadabhai Naoroji ,"Sol.852.(a) Dadabhai Naroji. Indian National Congress: The Second session - Calcutta (1886), The first session - Bombay (1885). The first president - Womesh Chandra Bonnerjee. First General Secretary - A.O Hume."
 Q.853. Self-Government or 'Swaraj' as the ultimate goal of the Indian National Congress-this declaration was made by Dadabhai Naoroji in which of the following sessions of the INC ? SSC CGL 20/07/2023 (4th shift) ,"['(a) Bombay ', '(b) Calcutta ', '(c) Madras ', '(d) Bankipur ']",(b) Calcutta ,"Sol.853.(b) Calcutta. Dadabhai Naoroji (Grand Old Man of India) founded the Rahnumai Mazdayasnan Sabha in 1851 to revive the Zoroastrian religion and formed the London India Society i n 1865. He Became a member of the Legislative Council of Mumbai during 1885-88 and President of the Congress Party in 1886 (Calcutta), 1893 ( Lahore) and 1906 (Calcutta). He gave the theory of ‘ drain of wealth’ in his book “Poverty and Un-British Rule in India”."
 Q.854. When did the All India Congress formalize the demand for 'Purna Swaraj' or full independence for India? SSC CGL 21/07/2023 (3rd shift) ,"['(a) At its Karachi Session in 1931 ', '(b) At its Lahore Session in 1929 ', '(c) At its Guwahati Session in 1926 ', '(d) At its Madras Session in 1927 ']",(b) At its Lahore Session in 1929 ,Sol.854.(b) Lahore Session (1929) - Jawaharlal Nehru was elected as President of the Indian National Congress (1929). The Karachi Session (1931) - Chaired by Sardar Vallabhbhai Patel; Resolution on Fundamental Rights and the National Economic Programme. The Guwahati Session (1926) - Presided by the Srinivasa Iyengar; Resolution to promote the use of K hadi (as a symbol of national unity) and self-reliance. The Madras Session (1927) - Presided by Dr. Ansari; Resolution for the boycott of the Simon Commission.
 Q.855. Which of the following organisations was established in 1885 ? SSC CGL 27/07/2023 (1st shift) ,"['(a) Communist Party of India ', '(b) Muslim League ', '(c) East India Organization ', '(d) Indian National Congress ']",(d) Indian National Congress ,"Sol.855.(d) Indian National Congress. The Communist Party of India (M.N. Roy, Abani Mukherji) was founded in Kanpur on 26 December 1925. The All-India Muslim League was a political party established in Dhaka in 1906. The East India Association was founded by Dadabhai Naoroji in 1866."
 Q.856. Which Session of Congress and Muslim League reached an understanding of creating a joint front against the British regime? SSC CGL 27/07/2023 (3rd shift) ,"['(a) Bombay ', '(b) Allahabad ', '(c) Lucknow ', '(d) Delhi ']",(c) Lucknow ,Sol.856.(c) Lucknow (1916) - President: A.C. Majumdar; Lucknow Pact signed between Congress (Bal Gangadhar Tilak) and Muslim League (Muhammad Ali Jinnah) to build political consensus; Unity between two factions - Moderates and Extremists of Congress.
 Q.857. Which among the following sessions of Indian National Congress was the first session to be presided by a lady ? SSC MTS 02/05/2023 (Afternoon) ,"['(a) Calcutta - 1917 ', '(b) Kanpur - 1925 ', '(c) Lahore - 1929 ', '(d) Surat - 1907 ']",(a) Calcutta - 1917 ,"Sol.857.(a) Calcutta - (Annie Besant, 1917) . Sessions of Indian National Congress: Kanpur (1925) - Sarojini Naidu (First Indian woman president), Lahore (1929) - President (Jawaharlal Nehru), Objective - Resolution for ‘ Poorna Swaraj.’ Civil Disobedience movement for complete independence to be launched, 26 January to be observed as ‘Independence Day’. Surat 1907 - President (Rash Behari Ghosh)."
" Q.858. In _________ at its Madras session, the Indian National Congress set up an All Parties Conference to draft a Constitution for India. SSC MTS 03/05/2023 (Evening) ","['(a) 1922 ', '(b) 1932 ', '(c) 1927 ', '(d) 1915 ']",(c) 1927 ,"Sol.858.(c) 1927. Indian National Congress (INC) session 1927 (Madras ) : President - M A Ansari. INC session 1915 (Bombay): President - Satyendra Prasanna Sinha. Importance - Constitution of the Congress was a ltered to admit the delegates from the extremist section. INC session 1922 (Gaya): President - C R Das. Importance - CR Das and other leaders broke away from INC, Formation of S waraj Party. INC session 1932 (Delhi): President - Amrit Ranchhorddas Seth."
 Q.859. The Indian National Congress passed Purna Swaraj resolution in 1929 under the presidency of ___________ . SSC MTS 09/05/2023 (Afternoon) ,"['(a) Mahatma Gandhi ', '(b) Lala Lajpat Rai ', '(c) Jawaharlal Nehru ', '(d) Sardar Vallabhbhai Patel ']",(c) Jawaharlal Nehru ,Sol.859.(c) Jawaharlal Nehru. The Poorna Swaraj resolution or the Declaration of I ndependence was p assed at the Lahore session of Congress in December 1929. A public declaration was made on 26 January 1930. The resolution was a short 750-word document.
 Q.860. The split in Indian National Congress occurred in ________ . SSC MTS 17/05/2023 (Evening) ,"['(a) 1901 ', '(b) 1905 ', '(c) 1903 ', '(d) 1907 ']",(d) 1907 ,Sol.860.(d) 1907. The Surat Split was the splitting of Indian National Congress into two groups - Moderates and Radicals.
 Q.861. Badruddin Tyabji addressed the congress as president in ______ . SSC MTS 13/06/2023 (Afternoon) ,"['(a) 1887 ', '(b) 1888 ', '(c) 1885 ', '(d) 1886 ']",(a) 1887 ,"Sol.861.(a) 1887 (Madras Session). Badruddin Tyabji - First muslim and third president of the Indian national congress (INC). Important sessions of Indian national congress and presidents: 1st (1885, Bombay Session) - W.C.Banerjee. 4th (Allahabad Session, 1888) - George Yule (first English)."
 Q.862. The Indian National Congress was established when 72 delegates from all over the country met at Bombay in December _______. SSC MTS 20/06/2023 (Morning) ,"['(a) 1890 ', '(b) 1858 ', '(c) 1885 ', '(d) 1872 ']",(c) 1885 ,"Sol.862.(c) 1885. Founder : Allan Octavian Hume. First President: W.C. Bannerjee. First meeting - Gokuldas Tejpal Sanskrit College (Bombay). Prominent delegates included Dadabhai Naoroji, Surendranath Banerjee, Badruddin Tyabji, Pherozeshah Mehta, W. C. Bonnerjee, S. Ramaswami Mudaliar, S. Subramania Iyer, and Romesh Chunder Dutt."
 Q.863. Who among the following was t he President of the Indian National Congress during the 1915 session? SSC CGL Tier II 06/03/2023 ,"['(a) Satyendra Prasanna Sinha ', '(b) Ambica Charan Mazumdar ', '(c) Bhupendra Nath Bose ', '(d) Madan Mohan Malaviya ']",(a) Satyendra Prasanna Sinha ,"Sol.863.(a) Satyendra Prasanna Sinha. 1885 - Womesh C handra B onnerjee, 1886 - Shri Dadabhai Naoroji, 1887 - Badruddin Tyabji, 1890 - Pherozeshah Mehta, 1892 - Womesh Chandra Bonnerjee, 1895 - Surendranath Banerjee, 1905 - Gopal Krishna Gokhale, 1906 - Shri Dadabhai Naoroji, 1907 - Rash Behari Ghosh, 1909 - Madan Mohan Malaviya, 1916 - Ambica Charan Mazumdar, 1917 - Annie Besant, 1919 - Motilal Nehru."
 Q.864. Sarojini Naidu was elected first Indian woman President of the Indian National Congress at _________. SSC CGL 06/12/2022 (1st Shift) ,"['(a) Kanpur ', '(b) Ahmedabad ', '(c) Delhi ', '(d) Nagpur ']",(a) Kanpur ,Sol.864.(a) Kanpur. Sarojini Naidu (Nightingale of India) was the first woman Governor of a State (Uttar Pradesh) in free India. The first woman president of the Indian National Congress was Annie Besant in 1917.
 Q.865. How many delegates participated in the second session of Indian National Congress? SSC CGL 07/12/2022 (2nd Shift) ,"['(a) 434 ', '(b) 628 ', '(c) 212 ', '(d) 190 ']",(a) 434 ,"Sol.865.(a) 434 , Held (December 27-30, 1886, Calcutta), President ( Shri Dadabhai Naoroji), Congress decided to set up Provincial Congress Committees across the country. Father of Indian National Congress: Allan Octavian Hume (known for his Safety valve theory)."
" Q.866. In 1929, Indian National Congress demanded complete independence under the presidentship of_____. SSC MTS 22/07/2022 (Evening) ","['(a) Dadabhai Naoroji ', '(b) Jawaharlal Nehru ', '(c) Mahatma Gandhi ', '(d) Chitta Ranjan Das ']",(b) Jawaharlal Nehru ,"Sol.866.(b) Jawaharlal N ehru. The Indian National Congress, on 19 December 1929, passed the historic 'Purna Swaraj' – (total independence) resolution – at its Lahore session under the presidentship of Jawahar Lal Nehru. The Indian tricolour flag was also hoisted by him on the bank of the Ravi river."
 Q.867. In which of the following sessions of the Indian National Congress did George Yule become the President in 1888? SSC CGL 12/04/2022 (Evening) ,"['(a) Calcutta ', '(b) Allahabad ', '(c) Madras ', '(d) Bombay S ol.867.(b) Allahabad . On 28 December 1885, the Indian National Congress was founded at Gokuldas Tejpal Sanskrit College in Bombay. Founder - A. O Hume.']",,
 Q.868. In which of the following years did the resolution at the Karachi Session of the Indian National Congress dwell on how Independent India’s Constitution should look? SSC CGL 13/04/2022 (Afternoon) ,"['(a) 1931 ', '(b) 1928 ', '(c) 1946 ', '(d) 1945 ']",(a) 1931 ,"Sol.868.(a) 1931 . In 1928, Motilal Nehru and other Congress leaders drafted a constitution for India."
 Q.869. Who among the following was elected as the President of the Indian National Congress in the year 1938 and 1939? SSC MTS 07/10/2021 (Afternoon) ,"['(a) Subhash Chandra Bose ', '(b) Dr. Rajendra Prasad ', '(c) C Rajagopalachari ', '(d) Sardar Vallabhbhai Patel ']",(a) Subhash Chandra Bose ,Sol.869.(a) Subhash Chandra Bose .
 Q.870. Who among the following presided over the special session of Congress in September 1923 a nd at the age of 35 became the youngest man to be elected as the President of the Congress? SSC CHSL 06/08/2021 (Morning) ,"['(a) Mahadev Govind Ranade ', '(b) Ram Manohar Lohia ', '(c) Bal Gangadhar Tilak ', '(d) Maulana Abul Kalam Azad ']",(d) Maulana Abul Kalam Azad ,"Sol.870.(d) Maulana Abul Kalam Azad . He was also a noted writer, poet and journalist. He was a prominent political leader and was elected as Congress President in 1923 and 1940."
 Q.871. Who was the President of the Indian National Congress when India won its freedom in the year 1947 ? SSC CHSL 09/08/2021 (Evening) ,"['(a) Abul Kalam Azad ', '(b) Vallabhbhai Patel ', '(c) Jawaharlal Nehru ', '(d) J. B. Kripalani ']",(d) J. B. Kripalani ,"Sol.871.(d) J. B. Kripalani (Acharya Kriplani) was the president of the Indian National Congress during the transfer of power. He was the husband of Sucheta Kripalani, who was the first woman chief minister (Uttar Pradesh)."
" Q.872. The National Anthem of India, ‘Jana Gana Mana’ was first sung at the ______ Session of the Indian National Congress. SSC CPO 24/11/2020 (Morning) ","['(a) Calcutta ', '(b) Lahore ', '(c) Belgaum ', '(d) Tripuri ']",(a) Calcutta ,Sol.872.(a) Calcutta in 1911 Session of the Indian National Congress on 27 December . The national anthem was written by RabindraNath Tagore.This session was headed by Bishan Narayan Dhar. Muslim league
 Q.873. In which of the following years was the Muslim League formed? SSC CPO 03/10/2023 (Afternoon) ,"['(a) 1909 ', '(b) 1906 ', '(c) 1912 ', '(d) 1915 ']",(b) 1906 ,"Sol.873.(b) 1906. Muslim League :- It was a political party established in Dhaka, Bangladesh (30 December 1906) when some well-known Muslim politicians met the Viceroy of British India (Lord Minto). The party demanded a separate Muslim state (Pakistan) in 1940. Founder - Nawab Khwaja Salimullah. Muhammad Ali Jinnah joined the muslim League in 1913, he called for ‘Direct Action Day’ on 16th August 1946."
 Q.874. The Lucknow Pact was signed in ____________ by Congress and the Muslim League to work in alliance for representative government. SSC CPO 04/10/2023 (Afternoon) ,"['(a) 1916 ', '(b) 1918 ', '(c) 1920 ', '(d) 1914 ']",(a) 1916 ,Sol.874.(a) 1916. INC session Lucknow (1916) - President: A.C. Majumdar. Lucknow Pact was signed between Congress (Bal Gangadhar Tilak) and Muslim League (Muhammad Ali Jinnah) to build political consensus.
